year,commentators,matn
306,0,Abu Dawud
307,0,Abu Dawud
308,0,Abu Dawud
309,0,Abu Dawud
310,0,Abu Dawud
311,0,Abu Dawud
312,0,Abu Dawud
313,0,Abu Dawud
314,0,Abu Dawud
315,0,Abu Dawud
316,0,Abu Dawud
317,0,Abu Dawud
318,0,Abu Dawud
319,0,Abu Dawud
320,0,Abu Dawud
321,0,Abu Dawud
322,0,Abu Dawud
323,0,Abu Dawud
324,0,Abu Dawud
325,0,Abu Dawud
326,0,Abu Dawud
327,0,Abu Dawud
328,0,Abu Dawud
329,0,Abu Dawud
330,0,Abu Dawud
331,0,Abu Dawud
332,0,Abu Dawud
333,0,Abu Dawud
334,0,Abu Dawud
335,0,Abu Dawud
336,0,Abu Dawud
337,0,Abu Dawud
338,0,Abu Dawud
339,0,Abu Dawud
340,0,Abu Dawud
341,0,Abu Dawud
342,0,Abu Dawud
343,0,Abu Dawud
344,0,Abu Dawud
345,0,Abu Dawud
346,0,Abu Dawud
347,0,Abu Dawud
348,1,Abu Dawud
349,1,Abu Dawud
350,1,Abu Dawud
351,1,Abu Dawud
352,1,Abu Dawud
353,1,Abu Dawud
354,1,Abu Dawud
355,1,Abu Dawud
356,1,Abu Dawud
357,1,Abu Dawud
358,1,Abu Dawud
359,1,Abu Dawud
360,1,Abu Dawud
361,1,Abu Dawud
362,1,Abu Dawud
363,1,Abu Dawud
364,1,Abu Dawud
365,1,Abu Dawud
366,1,Abu Dawud
367,1,Abu Dawud
368,1,Abu Dawud
369,1,Abu Dawud
370,1,Abu Dawud
371,1,Abu Dawud
372,1,Abu Dawud
373,1,Abu Dawud
374,1,Abu Dawud
375,1,Abu Dawud
376,1,Abu Dawud
377,1,Abu Dawud
378,1,Abu Dawud
379,1,Abu Dawud
380,1,Abu Dawud
381,1,Abu Dawud
382,1,Abu Dawud
383,1,Abu Dawud
384,1,Abu Dawud
385,1,Abu Dawud
386,1,Abu Dawud
387,1,Abu Dawud
388,0,Abu Dawud
389,0,Abu Dawud
390,0,Abu Dawud
391,0,Abu Dawud
392,0,Abu Dawud
393,0,Abu Dawud
394,0,Abu Dawud
395,0,Abu Dawud
396,0,Abu Dawud
397,0,Abu Dawud
398,0,Abu Dawud
399,0,Abu Dawud
400,0,Abu Dawud
401,0,Abu Dawud
402,0,Abu Dawud
403,0,Abu Dawud
404,0,Abu Dawud
405,0,Abu Dawud
406,0,Abu Dawud
407,0,Abu Dawud
408,0,Abu Dawud
409,0,Abu Dawud
410,0,Abu Dawud
411,0,Abu Dawud
412,0,Abu Dawud
413,0,Abu Dawud
414,0,Abu Dawud
415,0,Abu Dawud
416,0,Abu Dawud
417,0,Abu Dawud
418,0,Abu Dawud
419,0,Abu Dawud
420,0,Abu Dawud
421,0,Abu Dawud
422,0,Abu Dawud
423,0,Abu Dawud
424,0,Abu Dawud
425,0,Abu Dawud
426,0,Abu Dawud
427,0,Abu Dawud
428,0,Abu Dawud
429,0,Abu Dawud
430,0,Abu Dawud
431,0,Abu Dawud
432,0,Abu Dawud
433,0,Abu Dawud
434,0,Abu Dawud
435,0,Abu Dawud
436,0,Abu Dawud
437,0,Abu Dawud
438,0,Abu Dawud
439,0,Abu Dawud
440,0,Abu Dawud
441,0,Abu Dawud
442,0,Abu Dawud
443,1,Abu Dawud
444,1,Abu Dawud
445,1,Abu Dawud
446,1,Abu Dawud
447,1,Abu Dawud
448,1,Abu Dawud
449,1,Abu Dawud
450,1,Abu Dawud
451,1,Abu Dawud
452,1,Abu Dawud
453,1,Abu Dawud
454,1,Abu Dawud
455,1,Abu Dawud
456,1,Abu Dawud
457,1,Abu Dawud
458,2,Abu Dawud
459,2,Abu Dawud
460,2,Abu Dawud
461,2,Abu Dawud
462,2,Abu Dawud
463,2,Abu Dawud
464,2,Abu Dawud
465,2,Abu Dawud
466,2,Abu Dawud
467,2,Abu Dawud
468,2,Abu Dawud
469,2,Abu Dawud
470,2,Abu Dawud
471,2,Abu Dawud
472,2,Abu Dawud
473,2,Abu Dawud
474,2,Abu Dawud
475,2,Abu Dawud
476,2,Abu Dawud
477,2,Abu Dawud
478,2,Abu Dawud
479,2,Abu Dawud
480,2,Abu Dawud
481,2,Abu Dawud
482,2,Abu Dawud
483,1,Abu Dawud
484,1,Abu Dawud
485,1,Abu Dawud
486,1,Abu Dawud
487,1,Abu Dawud
488,1,Abu Dawud
489,1,Abu Dawud
490,1,Abu Dawud
491,1,Abu Dawud
492,1,Abu Dawud
493,1,Abu Dawud
494,1,Abu Dawud
495,1,Abu Dawud
496,1,Abu Dawud
497,1,Abu Dawud
498,0,Abu Dawud
499,0,Abu Dawud
500,0,Abu Dawud
501,0,Abu Dawud
502,0,Abu Dawud
503,0,Abu Dawud
504,0,Abu Dawud
505,0,Abu Dawud
506,0,Abu Dawud
507,0,Abu Dawud
508,0,Abu Dawud
509,0,Abu Dawud
510,0,Abu Dawud
511,0,Abu Dawud
512,0,Abu Dawud
513,0,Abu Dawud
514,0,Abu Dawud
515,0,Abu Dawud
516,0,Abu Dawud
517,0,Abu Dawud
518,0,Abu Dawud
519,0,Abu Dawud
520,0,Abu Dawud
521,0,Abu Dawud
522,0,Abu Dawud
523,0,Abu Dawud
524,0,Abu Dawud
525,0,Abu Dawud
526,0,Abu Dawud
527,0,Abu Dawud
528,0,Abu Dawud
529,0,Abu Dawud
530,0,Abu Dawud
531,0,Abu Dawud
532,0,Abu Dawud
533,0,Abu Dawud
534,0,Abu Dawud
535,0,Abu Dawud
536,0,Abu Dawud
537,0,Abu Dawud
538,0,Abu Dawud
539,0,Abu Dawud
540,0,Abu Dawud
541,0,Abu Dawud
542,0,Abu Dawud
543,0,Abu Dawud
544,0,Abu Dawud
545,0,Abu Dawud
546,0,Abu Dawud
547,0,Abu Dawud
548,0,Abu Dawud
549,0,Abu Dawud
550,0,Abu Dawud
551,0,Abu Dawud
552,0,Abu Dawud
553,0,Abu Dawud
554,0,Abu Dawud
555,0,Abu Dawud
556,0,Abu Dawud
557,0,Abu Dawud
558,0,Abu Dawud
559,0,Abu Dawud
560,0,Abu Dawud
561,0,Abu Dawud
562,0,Abu Dawud
563,0,Abu Dawud
564,0,Abu Dawud
565,0,Abu Dawud
566,0,Abu Dawud
567,0,Abu Dawud
568,0,Abu Dawud
569,0,Abu Dawud
570,0,Abu Dawud
571,0,Abu Dawud
572,0,Abu Dawud
573,0,Abu Dawud
574,0,Abu Dawud
575,0,Abu Dawud
576,0,Abu Dawud
577,0,Abu Dawud
578,0,Abu Dawud
579,0,Abu Dawud
580,0,Abu Dawud
581,0,Abu Dawud
582,0,Abu Dawud
583,0,Abu Dawud
584,0,Abu Dawud
585,0,Abu Dawud
586,0,Abu Dawud
587,0,Abu Dawud
588,1,Abu Dawud
589,1,Abu Dawud
590,1,Abu Dawud
591,1,Abu Dawud
592,1,Abu Dawud
593,1,Abu Dawud
594,1,Abu Dawud
595,1,Abu Dawud
596,1,Abu Dawud
597,1,Abu Dawud
598,1,Abu Dawud
599,1,Abu Dawud
600,1,Abu Dawud
601,1,Abu Dawud
602,1,Abu Dawud
603,1,Abu Dawud
604,1,Abu Dawud
605,1,Abu Dawud
606,1,Abu Dawud
607,1,Abu Dawud
608,1,Abu Dawud
609,1,Abu Dawud
610,1,Abu Dawud
611,1,Abu Dawud
612,1,Abu Dawud
613,1,Abu Dawud
614,1,Abu Dawud
615,1,Abu Dawud
616,2,Abu Dawud
617,2,Abu Dawud
618,2,Abu Dawud
619,2,Abu Dawud
620,2,Abu Dawud
621,2,Abu Dawud
622,2,Abu Dawud
623,2,Abu Dawud
624,2,Abu Dawud
625,2,Abu Dawud
626,2,Abu Dawud
627,2,Abu Dawud
628,1,Abu Dawud
629,1,Abu Dawud
630,1,Abu Dawud
631,1,Abu Dawud
632,1,Abu Dawud
633,1,Abu Dawud
634,1,Abu Dawud
635,1,Abu Dawud
636,2,Abu Dawud
637,2,Abu Dawud
638,2,Abu Dawud
639,2,Abu Dawud
640,2,Abu Dawud
641,2,Abu Dawud
642,2,Abu Dawud
643,2,Abu Dawud
644,2,Abu Dawud
645,2,Abu Dawud
646,2,Abu Dawud
647,2,Abu Dawud
648,2,Abu Dawud
649,2,Abu Dawud
650,2,Abu Dawud
651,2,Abu Dawud
652,2,Abu Dawud
653,2,Abu Dawud
654,2,Abu Dawud
655,2,Abu Dawud
656,1,Abu Dawud
657,1,Abu Dawud
658,1,Abu Dawud
659,1,Abu Dawud
660,1,Abu Dawud
661,1,Abu Dawud
662,1,Abu Dawud
663,1,Abu Dawud
664,1,Abu Dawud
665,1,Abu Dawud
666,1,Abu Dawud
667,1,Abu Dawud
668,1,Abu Dawud
669,1,Abu Dawud
670,1,Abu Dawud
671,3,Abu Dawud
672,3,Abu Dawud
673,3,Abu Dawud
674,3,Abu Dawud
675,3,Abu Dawud
676,2,Abu Dawud
677,2,Abu Dawud
678,2,Abu Dawud
679,2,Abu Dawud
680,2,Abu Dawud
681,2,Abu Dawud
682,2,Abu Dawud
683,2,Abu Dawud
684,2,Abu Dawud
685,2,Abu Dawud
686,2,Abu Dawud
687,2,Abu Dawud
688,2,Abu Dawud
689,2,Abu Dawud
690,2,Abu Dawud
691,2,Abu Dawud
692,2,Abu Dawud
693,2,Abu Dawud
694,2,Abu Dawud
695,2,Abu Dawud
696,2,Abu Dawud
697,2,Abu Dawud
698,2,Abu Dawud
699,2,Abu Dawud
700,2,Abu Dawud
701,2,Abu Dawud
702,2,Abu Dawud
703,2,Abu Dawud
704,2,Abu Dawud
705,2,Abu Dawud
706,2,Abu Dawud
707,2,Abu Dawud
708,2,Abu Dawud
709,2,Abu Dawud
710,2,Abu Dawud
711,1,Abu Dawud
712,2,Abu Dawud
713,2,Abu Dawud
714,2,Abu Dawud
715,2,Abu Dawud
716,2,Abu Dawud
717,2,Abu Dawud
718,2,Abu Dawud
719,2,Abu Dawud
720,2,Abu Dawud
721,2,Abu Dawud
722,3,Abu Dawud
723,3,Abu Dawud
724,3,Abu Dawud
725,5,Abu Dawud
726,5,Abu Dawud
727,5,Abu Dawud
728,5,Abu Dawud
729,5,Abu Dawud
730,5,Abu Dawud
731,5,Abu Dawud
732,5,Abu Dawud
733,5,Abu Dawud
734,5,Abu Dawud
735,5,Abu Dawud
736,5,Abu Dawud
737,5,Abu Dawud
738,5,Abu Dawud
739,5,Abu Dawud
740,5,Abu Dawud
741,5,Abu Dawud
742,5,Abu Dawud
743,5,Abu Dawud
744,5,Abu Dawud
745,5,Abu Dawud
746,5,Abu Dawud
747,5,Abu Dawud
748,5,Abu Dawud
749,5,Abu Dawud
750,5,Abu Dawud
751,4,Abu Dawud
752,3,Abu Dawud
753,3,Abu Dawud
754,3,Abu Dawud
755,3,Abu Dawud
756,3,Abu Dawud
757,3,Abu Dawud
758,3,Abu Dawud
759,3,Abu Dawud
760,3,Abu Dawud
761,3,Abu Dawud
762,2,Abu Dawud
763,2,Abu Dawud
764,2,Abu Dawud
765,0,Abu Dawud
766,0,Abu Dawud
767,0,Abu Dawud
768,0,Abu Dawud
769,0,Abu Dawud
770,0,Abu Dawud
771,0,Abu Dawud
772,0,Abu Dawud
773,0,Abu Dawud
774,0,Abu Dawud
775,0,Abu Dawud
776,0,Abu Dawud
777,0,Abu Dawud
778,0,Abu Dawud
779,0,Abu Dawud
780,0,Abu Dawud
781,0,Abu Dawud
782,0,Abu Dawud
783,0,Abu Dawud
784,0,Abu Dawud
785,0,Abu Dawud
786,1,Abu Dawud
787,1,Abu Dawud
788,1,Abu Dawud
789,1,Abu Dawud
790,1,Abu Dawud
791,1,Abu Dawud
792,1,Abu Dawud
793,1,Abu Dawud
794,1,Abu Dawud
795,1,Abu Dawud
796,1,Abu Dawud
797,1,Abu Dawud
798,1,Abu Dawud
799,1,Abu Dawud
800,1,Abu Dawud
801,1,Abu Dawud
802,1,Abu Dawud
803,1,Abu Dawud
804,3,Abu Dawud
805,3,Abu Dawud
806,3,Abu Dawud
807,3,Abu Dawud
808,3,Abu Dawud
809,3,Abu Dawud
810,3,Abu Dawud
811,3,Abu Dawud
812,3,Abu Dawud
813,3,Abu Dawud
814,3,Abu Dawud
815,4,Abu Dawud
816,4,Abu Dawud
817,4,Abu Dawud
818,4,Abu Dawud
819,4,Abu Dawud
820,4,Abu Dawud
821,4,Abu Dawud
822,4,Abu Dawud
823,4,Abu Dawud
824,4,Abu Dawud
825,4,Abu Dawud
826,3,Abu Dawud
827,3,Abu Dawud
828,3,Abu Dawud
829,3,Abu Dawud
830,3,Abu Dawud
831,3,Abu Dawud
832,3,Abu Dawud
833,3,Abu Dawud
834,3,Abu Dawud
835,3,Abu Dawud
836,3,Abu Dawud
837,3,Abu Dawud
838,3,Abu Dawud
839,3,Abu Dawud
840,3,Abu Dawud
841,3,Abu Dawud
842,3,Abu Dawud
843,3,Abu Dawud
844,1,Abu Dawud
845,1,Abu Dawud
846,1,Abu Dawud
847,1,Abu Dawud
848,1,Abu Dawud
849,1,Abu Dawud
850,1,Abu Dawud
851,1,Abu Dawud
852,1,Abu Dawud
853,1,Abu Dawud
854,1,Abu Dawud
855,0,Abu Dawud
856,0,Abu Dawud
857,0,Abu Dawud
858,0,Abu Dawud
859,0,Abu Dawud
860,0,Abu Dawud
861,0,Abu Dawud
862,1,Abu Dawud
863,1,Abu Dawud
864,1,Abu Dawud
865,1,Abu Dawud
866,1,Abu Dawud
867,1,Abu Dawud
868,1,Abu Dawud
869,1,Abu Dawud
870,1,Abu Dawud
871,2,Abu Dawud
872,2,Abu Dawud
873,2,Abu Dawud
874,2,Abu Dawud
875,2,Abu Dawud
876,2,Abu Dawud
877,2,Abu Dawud
878,2,Abu Dawud
879,2,Abu Dawud
880,2,Abu Dawud
881,2,Abu Dawud
882,2,Abu Dawud
883,2,Abu Dawud
884,2,Abu Dawud
885,2,Abu Dawud
886,2,Abu Dawud
887,2,Abu Dawud
888,2,Abu Dawud
889,2,Abu Dawud
890,2,Abu Dawud
891,2,Abu Dawud
892,2,Abu Dawud
893,2,Abu Dawud
894,2,Abu Dawud
895,2,Abu Dawud
896,2,Abu Dawud
897,2,Abu Dawud
898,2,Abu Dawud
899,2,Abu Dawud
900,2,Abu Dawud
901,2,Abu Dawud
902,1,Abu Dawud
903,1,Abu Dawud
904,1,Abu Dawud
905,1,Abu Dawud
906,1,Abu Dawud
907,1,Abu Dawud
908,1,Abu Dawud
909,1,Abu Dawud
910,1,Abu Dawud
911,0,Abu Dawud
912,0,Abu Dawud
913,0,Abu Dawud
914,0,Abu Dawud
915,0,Abu Dawud
916,0,Abu Dawud
917,0,Abu Dawud
918,0,Abu Dawud
919,0,Abu Dawud
920,0,Abu Dawud
921,0,Abu Dawud
922,0,Abu Dawud
923,0,Abu Dawud
924,0,Abu Dawud
925,0,Abu Dawud
926,0,Abu Dawud
927,0,Abu Dawud
928,0,Abu Dawud
929,0,Abu Dawud
930,0,Abu Dawud
931,0,Abu Dawud
932,0,Abu Dawud
933,0,Abu Dawud
934,0,Abu Dawud
935,0,Abu Dawud
936,0,Abu Dawud
937,0,Abu Dawud
938,0,Abu Dawud
939,0,Abu Dawud
940,0,Abu Dawud
941,0,Abu Dawud
942,0,Abu Dawud
943,0,Abu Dawud
944,0,Abu Dawud
945,0,Abu Dawud
946,0,Abu Dawud
947,0,Abu Dawud
948,0,Abu Dawud
949,0,Abu Dawud
950,0,Abu Dawud
951,0,Abu Dawud
952,0,Abu Dawud
953,0,Abu Dawud
954,0,Abu Dawud
955,0,Abu Dawud
956,0,Abu Dawud
957,0,Abu Dawud
958,0,Abu Dawud
959,0,Abu Dawud
960,0,Abu Dawud
961,0,Abu Dawud
962,0,Abu Dawud
963,0,Abu Dawud
964,0,Abu Dawud
965,0,Abu Dawud
966,0,Abu Dawud
967,0,Abu Dawud
968,0,Abu Dawud
969,0,Abu Dawud
970,0,Abu Dawud
971,0,Abu Dawud
972,0,Abu Dawud
973,0,Abu Dawud
974,0,Abu Dawud
975,0,Abu Dawud
976,0,Abu Dawud
977,0,Abu Dawud
978,0,Abu Dawud
979,0,Abu Dawud
980,0,Abu Dawud
981,0,Abu Dawud
982,0,Abu Dawud
983,0,Abu Dawud
984,0,Abu Dawud
985,0,Abu Dawud
986,0,Abu Dawud
987,0,Abu Dawud
988,0,Abu Dawud
989,0,Abu Dawud
990,0,Abu Dawud
991,0,Abu Dawud
992,0,Abu Dawud
993,0,Abu Dawud
994,0,Abu Dawud
995,0,Abu Dawud
996,0,Abu Dawud
997,0,Abu Dawud
998,0,Abu Dawud
999,0,Abu Dawud
1000,0,Abu Dawud
1001,0,Abu Dawud
1002,0,Abu Dawud
1003,0,Abu Dawud
1004,0,Abu Dawud
1005,0,Abu Dawud
1006,0,Abu Dawud
1007,0,Abu Dawud
1008,0,Abu Dawud
1009,0,Abu Dawud
1010,0,Abu Dawud
1011,0,Abu Dawud
1012,0,Abu Dawud
1013,0,Abu Dawud
1014,0,Abu Dawud
1015,0,Abu Dawud
1016,0,Abu Dawud
1017,0,Abu Dawud
1018,0,Abu Dawud
1019,0,Abu Dawud
1020,0,Abu Dawud
1021,0,Abu Dawud
1022,0,Abu Dawud
1023,0,Abu Dawud
1024,0,Abu Dawud
1025,0,Abu Dawud
1026,0,Abu Dawud
1027,0,Abu Dawud
1028,0,Abu Dawud
1029,0,Abu Dawud
1030,0,Abu Dawud
1031,0,Abu Dawud
1032,0,Abu Dawud
1033,0,Abu Dawud
1034,0,Abu Dawud
1035,0,Abu Dawud
1036,0,Abu Dawud
1037,0,Abu Dawud
1038,0,Abu Dawud
1039,0,Abu Dawud
1040,1,Abu Dawud
1041,1,Abu Dawud
1042,1,Abu Dawud
1043,1,Abu Dawud
1044,1,Abu Dawud
1045,1,Abu Dawud
1046,1,Abu Dawud
1047,1,Abu Dawud
1048,1,Abu Dawud
1049,1,Abu Dawud
1050,1,Abu Dawud
1051,1,Abu Dawud
1052,1,Abu Dawud
1053,1,Abu Dawud
1054,1,Abu Dawud
1055,1,Abu Dawud
1056,1,Abu Dawud
1057,1,Abu Dawud
1058,1,Abu Dawud
1059,1,Abu Dawud
1060,1,Abu Dawud
1061,1,Abu Dawud
1062,1,Abu Dawud
1063,1,Abu Dawud
1064,1,Abu Dawud
1065,1,Abu Dawud
1066,1,Abu Dawud
1067,1,Abu Dawud
1068,1,Abu Dawud
1069,1,Abu Dawud
1070,1,Abu Dawud
1071,1,Abu Dawud
1072,1,Abu Dawud
1073,1,Abu Dawud
1074,1,Abu Dawud
1075,1,Abu Dawud
1076,1,Abu Dawud
1077,1,Abu Dawud
1078,1,Abu Dawud
1079,1,Abu Dawud
1080,0,Abu Dawud
1081,0,Abu Dawud
1082,0,Abu Dawud
1083,0,Abu Dawud
1084,0,Abu Dawud
1085,0,Abu Dawud
1086,0,Abu Dawud
1087,0,Abu Dawud
1088,0,Abu Dawud
1089,0,Abu Dawud
1090,0,Abu Dawud
1091,0,Abu Dawud
1092,0,Abu Dawud
1093,0,Abu Dawud
1094,0,Abu Dawud
1095,0,Abu Dawud
1096,0,Abu Dawud
1097,0,Abu Dawud
1098,1,Abu Dawud
1099,1,Abu Dawud
1100,1,Abu Dawud
1101,1,Abu Dawud
1102,1,Abu Dawud
1103,1,Abu Dawud
1104,1,Abu Dawud
1105,1,Abu Dawud
1106,1,Abu Dawud
1107,1,Abu Dawud
1108,1,Abu Dawud
1109,1,Abu Dawud
1110,1,Abu Dawud
1111,1,Abu Dawud
1112,1,Abu Dawud
1113,1,Abu Dawud
1114,1,Abu Dawud
1115,1,Abu Dawud
1116,1,Abu Dawud
1117,1,Abu Dawud
1118,1,Abu Dawud
1119,1,Abu Dawud
1120,1,Abu Dawud
1121,1,Abu Dawud
1122,1,Abu Dawud
1123,1,Abu Dawud
1124,1,Abu Dawud
1125,1,Abu Dawud
1126,1,Abu Dawud
1127,1,Abu Dawud
1128,1,Abu Dawud
1129,1,Abu Dawud
1130,1,Abu Dawud
1131,1,Abu Dawud
1132,1,Abu Dawud
1133,1,Abu Dawud
1134,1,Abu Dawud
1135,1,Abu Dawud
1136,1,Abu Dawud
1137,1,Abu Dawud
1138,0,Abu Dawud
1139,0,Abu Dawud
1140,0,Abu Dawud
1141,0,Abu Dawud
1142,0,Abu Dawud
1143,0,Abu Dawud
1144,0,Abu Dawud
1145,0,Abu Dawud
1146,0,Abu Dawud
1147,0,Abu Dawud
1148,0,Abu Dawud
1149,0,Abu Dawud
1150,0,Abu Dawud
1151,0,Abu Dawud
1152,0,Abu Dawud
1153,0,Abu Dawud
1154,0,Abu Dawud
1155,0,Abu Dawud
1156,0,Abu Dawud
1157,0,Abu Dawud
1158,0,Abu Dawud
1159,0,Abu Dawud
1160,0,Abu Dawud
1161,0,Abu Dawud
1162,0,Abu Dawud
1163,0,Abu Dawud
1164,0,Abu Dawud
1165,0,Abu Dawud
1166,0,Abu Dawud
1167,0,Abu Dawud
1168,0,Abu Dawud
1169,1,Abu Dawud
1170,1,Abu Dawud
1171,1,Abu Dawud
1172,1,Abu Dawud
1173,1,Abu Dawud
1174,1,Abu Dawud
1175,1,Abu Dawud
1176,1,Abu Dawud
1177,1,Abu Dawud
1178,1,Abu Dawud
1179,1,Abu Dawud
1180,1,Abu Dawud
1181,1,Abu Dawud
1182,1,Abu Dawud
1183,1,Abu Dawud
1184,1,Abu Dawud
1185,1,Abu Dawud
1186,1,Abu Dawud
1187,1,Abu Dawud
1188,1,Abu Dawud
1189,1,Abu Dawud
1190,1,Abu Dawud
1191,1,Abu Dawud
1192,1,Abu Dawud
1193,1,Abu Dawud
1194,1,Abu Dawud
1195,1,Abu Dawud
1196,1,Abu Dawud
1197,1,Abu Dawud
1198,1,Abu Dawud
1199,1,Abu Dawud
1200,1,Abu Dawud
1201,1,Abu Dawud
1202,1,Abu Dawud
1203,1,Abu Dawud
1204,1,Abu Dawud
1205,1,Abu Dawud
1206,1,Abu Dawud
1207,1,Abu Dawud
1208,1,Abu Dawud
1209,0,Abu Dawud
1210,0,Abu Dawud
1211,0,Abu Dawud
1212,0,Abu Dawud
1213,0,Abu Dawud
1214,0,Abu Dawud
1215,0,Abu Dawud
1216,0,Abu Dawud
1217,0,Abu Dawud
1218,0,Abu Dawud
1219,0,Abu Dawud
1220,0,Abu Dawud
1221,0,Abu Dawud
1222,0,Abu Dawud
1223,0,Abu Dawud
1224,0,Abu Dawud
1225,0,Abu Dawud
1226,0,Abu Dawud
1227,0,Abu Dawud
1228,0,Abu Dawud
1229,0,Abu Dawud
1230,0,Abu Dawud
1231,1,Abu Dawud
1232,1,Abu Dawud
1233,1,Abu Dawud
1234,1,Abu Dawud
1235,1,Abu Dawud
1236,1,Abu Dawud
1237,1,Abu Dawud
1238,1,Abu Dawud
1239,1,Abu Dawud
1240,1,Abu Dawud
1241,1,Abu Dawud
1242,1,Abu Dawud
1243,1,Abu Dawud
1244,1,Abu Dawud
1245,1,Abu Dawud
1246,1,Abu Dawud
1247,1,Abu Dawud
1248,1,Abu Dawud
1249,1,Abu Dawud
1250,1,Abu Dawud
1251,1,Abu Dawud
1252,1,Abu Dawud
1253,1,Abu Dawud
1254,1,Abu Dawud
1255,1,Abu Dawud
1256,1,Abu Dawud
1257,2,Abu Dawud
1258,2,Abu Dawud
1259,2,Abu Dawud
1260,2,Abu Dawud
1261,2,Abu Dawud
1262,2,Abu Dawud
1263,2,Abu Dawud
1264,2,Abu Dawud
1265,2,Abu Dawud
1266,3,Abu Dawud
1267,3,Abu Dawud
1268,3,Abu Dawud
1269,3,Abu Dawud
1270,3,Abu Dawud
1271,2,Abu Dawud
1272,2,Abu Dawud
1273,2,Abu Dawud
1274,2,Abu Dawud
1275,3,Abu Dawud
1276,3,Abu Dawud
1277,3,Abu Dawud
1278,3,Abu Dawud
1279,3,Abu Dawud
1280,3,Abu Dawud
1281,3,Abu Dawud
1282,3,Abu Dawud
1283,3,Abu Dawud
1284,3,Abu Dawud
1285,3,Abu Dawud
1286,3,Abu Dawud
1287,3,Abu Dawud
1288,3,Abu Dawud
1289,5,Abu Dawud
1290,5,Abu Dawud
1291,5,Abu Dawud
1292,5,Abu Dawud
1293,5,Abu Dawud
1294,5,Abu Dawud
1295,5,Abu Dawud
1296,5,Abu Dawud
1297,4,Abu Dawud
1298,4,Abu Dawud
1299,5,Abu Dawud
1300,5,Abu Dawud
1301,5,Abu Dawud
1302,5,Abu Dawud
1303,5,Abu Dawud
1304,5,Abu Dawud
1305,5,Abu Dawud
1306,5,Abu Dawud
1307,5,Abu Dawud
1308,5,Abu Dawud
1309,5,Abu Dawud
1310,5,Abu Dawud
1311,5,Abu Dawud
1312,6,Abu Dawud
1313,6,Abu Dawud
1314,6,Abu Dawud
1315,5,Abu Dawud
1316,5,Abu Dawud
1317,5,Abu Dawud
1318,5,Abu Dawud
1319,5,Abu Dawud
1320,5,Abu Dawud
1321,5,Abu Dawud
1322,5,Abu Dawud
1323,5,Abu Dawud
1324,5,Abu Dawud
1325,5,Abu Dawud
1326,5,Abu Dawud
1327,5,Abu Dawud
1328,5,Abu Dawud
1329,3,Abu Dawud
1330,3,Abu Dawud
1331,3,Abu Dawud
1332,3,Abu Dawud
1333,3,Abu Dawud
1334,3,Abu Dawud
1335,3,Abu Dawud
1336,3,Abu Dawud
