year,commentators,matn
565,1,Ibn Maja
566,1,Ibn Maja
567,0,Ibn Maja
568,0,Ibn Maja
569,0,Ibn Maja
570,0,Ibn Maja
571,0,Ibn Maja
572,0,Ibn Maja
573,0,Ibn Maja
574,0,Ibn Maja
575,0,Ibn Maja
576,0,Ibn Maja
577,0,Ibn Maja
578,0,Ibn Maja
579,0,Ibn Maja
580,0,Ibn Maja
581,0,Ibn Maja
582,0,Ibn Maja
583,0,Ibn Maja
584,0,Ibn Maja
585,0,Ibn Maja
586,0,Ibn Maja
587,0,Ibn Maja
588,0,Ibn Maja
589,0,Ibn Maja
590,0,Ibn Maja
591,0,Ibn Maja
592,0,Ibn Maja
593,0,Ibn Maja
594,0,Ibn Maja
595,0,Ibn Maja
596,0,Ibn Maja
597,0,Ibn Maja
598,0,Ibn Maja
599,0,Ibn Maja
600,0,Ibn Maja
601,0,Ibn Maja
602,0,Ibn Maja
603,0,Ibn Maja
604,0,Ibn Maja
605,0,Ibn Maja
606,0,Ibn Maja
607,0,Ibn Maja
608,0,Ibn Maja
609,0,Ibn Maja
610,0,Ibn Maja
611,0,Ibn Maja
612,0,Ibn Maja
613,0,Ibn Maja
614,0,Ibn Maja
615,0,Ibn Maja
616,0,Ibn Maja
617,0,Ibn Maja
618,0,Ibn Maja
619,0,Ibn Maja
620,0,Ibn Maja
621,0,Ibn Maja
622,0,Ibn Maja
623,0,Ibn Maja
624,0,Ibn Maja
625,0,Ibn Maja
626,0,Ibn Maja
627,0,Ibn Maja
628,0,Ibn Maja
629,0,Ibn Maja
630,0,Ibn Maja
631,0,Ibn Maja
632,0,Ibn Maja
633,0,Ibn Maja
634,0,Ibn Maja
635,0,Ibn Maja
636,0,Ibn Maja
637,0,Ibn Maja
638,0,Ibn Maja
639,0,Ibn Maja
640,0,Ibn Maja
641,0,Ibn Maja
642,0,Ibn Maja
643,0,Ibn Maja
644,0,Ibn Maja
645,0,Ibn Maja
646,0,Ibn Maja
647,0,Ibn Maja
648,0,Ibn Maja
649,0,Ibn Maja
650,0,Ibn Maja
651,0,Ibn Maja
652,0,Ibn Maja
653,0,Ibn Maja
654,0,Ibn Maja
655,0,Ibn Maja
656,0,Ibn Maja
657,0,Ibn Maja
658,0,Ibn Maja
659,0,Ibn Maja
660,0,Ibn Maja
661,0,Ibn Maja
662,0,Ibn Maja
663,0,Ibn Maja
664,0,Ibn Maja
665,0,Ibn Maja
666,0,Ibn Maja
667,0,Ibn Maja
668,0,Ibn Maja
669,0,Ibn Maja
670,0,Ibn Maja
671,0,Ibn Maja
672,0,Ibn Maja
673,0,Ibn Maja
674,0,Ibn Maja
675,0,Ibn Maja
676,0,Ibn Maja
677,0,Ibn Maja
678,0,Ibn Maja
679,0,Ibn Maja
680,0,Ibn Maja
681,0,Ibn Maja
682,0,Ibn Maja
683,0,Ibn Maja
684,0,Ibn Maja
685,0,Ibn Maja
686,0,Ibn Maja
687,0,Ibn Maja
688,0,Ibn Maja
689,0,Ibn Maja
690,0,Ibn Maja
691,0,Ibn Maja
692,0,Ibn Maja
693,0,Ibn Maja
694,0,Ibn Maja
695,0,Ibn Maja
696,0,Ibn Maja
697,0,Ibn Maja
698,0,Ibn Maja
699,0,Ibn Maja
700,0,Ibn Maja
701,0,Ibn Maja
702,0,Ibn Maja
703,0,Ibn Maja
704,0,Ibn Maja
705,0,Ibn Maja
706,0,Ibn Maja
707,0,Ibn Maja
708,1,Ibn Maja
709,1,Ibn Maja
710,1,Ibn Maja
711,1,Ibn Maja
712,1,Ibn Maja
713,1,Ibn Maja
714,1,Ibn Maja
715,1,Ibn Maja
716,1,Ibn Maja
717,1,Ibn Maja
718,1,Ibn Maja
719,1,Ibn Maja
720,1,Ibn Maja
721,1,Ibn Maja
722,2,Ibn Maja
723,2,Ibn Maja
724,2,Ibn Maja
725,2,Ibn Maja
726,2,Ibn Maja
727,2,Ibn Maja
728,2,Ibn Maja
729,2,Ibn Maja
730,2,Ibn Maja
731,2,Ibn Maja
732,2,Ibn Maja
733,2,Ibn Maja
734,2,Ibn Maja
735,2,Ibn Maja
736,2,Ibn Maja
737,2,Ibn Maja
738,2,Ibn Maja
739,2,Ibn Maja
740,2,Ibn Maja
741,2,Ibn Maja
742,2,Ibn Maja
743,2,Ibn Maja
744,2,Ibn Maja
745,2,Ibn Maja
746,2,Ibn Maja
747,2,Ibn Maja
748,1,Ibn Maja
749,1,Ibn Maja
750,1,Ibn Maja
751,1,Ibn Maja
752,1,Ibn Maja
753,1,Ibn Maja
754,1,Ibn Maja
755,1,Ibn Maja
756,1,Ibn Maja
757,1,Ibn Maja
758,1,Ibn Maja
759,1,Ibn Maja
760,1,Ibn Maja
761,1,Ibn Maja
762,0,Ibn Maja
763,0,Ibn Maja
764,1,Ibn Maja
765,1,Ibn Maja
766,1,Ibn Maja
767,2,Ibn Maja
768,3,Ibn Maja
769,3,Ibn Maja
770,3,Ibn Maja
771,3,Ibn Maja
772,3,Ibn Maja
773,3,Ibn Maja
774,3,Ibn Maja
775,3,Ibn Maja
776,3,Ibn Maja
777,3,Ibn Maja
778,3,Ibn Maja
779,3,Ibn Maja
780,3,Ibn Maja
781,3,Ibn Maja
782,3,Ibn Maja
783,3,Ibn Maja
784,3,Ibn Maja
785,3,Ibn Maja
786,3,Ibn Maja
787,3,Ibn Maja
788,3,Ibn Maja
789,3,Ibn Maja
790,3,Ibn Maja
791,3,Ibn Maja
792,3,Ibn Maja
793,3,Ibn Maja
794,3,Ibn Maja
795,3,Ibn Maja
796,3,Ibn Maja
797,3,Ibn Maja
798,3,Ibn Maja
799,3,Ibn Maja
800,4,Ibn Maja
801,5,Ibn Maja
802,5,Ibn Maja
803,5,Ibn Maja
804,5,Ibn Maja
805,5,Ibn Maja
806,5,Ibn Maja
807,4,Ibn Maja
808,3,Ibn Maja
809,3,Ibn Maja
810,3,Ibn Maja
811,3,Ibn Maja
812,3,Ibn Maja
813,3,Ibn Maja
814,3,Ibn Maja
815,3,Ibn Maja
816,3,Ibn Maja
817,3,Ibn Maja
818,3,Ibn Maja
819,3,Ibn Maja
820,3,Ibn Maja
821,3,Ibn Maja
822,3,Ibn Maja
823,3,Ibn Maja
824,3,Ibn Maja
825,3,Ibn Maja
826,3,Ibn Maja
827,3,Ibn Maja
828,3,Ibn Maja
829,3,Ibn Maja
830,3,Ibn Maja
831,3,Ibn Maja
832,3,Ibn Maja
833,3,Ibn Maja
834,3,Ibn Maja
835,3,Ibn Maja
836,3,Ibn Maja
837,3,Ibn Maja
838,3,Ibn Maja
839,3,Ibn Maja
840,2,Ibn Maja
841,1,Ibn Maja
842,1,Ibn Maja
843,1,Ibn Maja
844,0,Ibn Maja
845,0,Ibn Maja
846,0,Ibn Maja
847,0,Ibn Maja
848,0,Ibn Maja
849,0,Ibn Maja
850,0,Ibn Maja
851,0,Ibn Maja
852,0,Ibn Maja
853,0,Ibn Maja
854,0,Ibn Maja
855,0,Ibn Maja
856,0,Ibn Maja
857,0,Ibn Maja
858,0,Ibn Maja
859,0,Ibn Maja
860,0,Ibn Maja
861,0,Ibn Maja
862,1,Ibn Maja
863,1,Ibn Maja
864,1,Ibn Maja
865,1,Ibn Maja
866,1,Ibn Maja
867,1,Ibn Maja
868,1,Ibn Maja
869,1,Ibn Maja
870,1,Ibn Maja
871,2,Ibn Maja
872,2,Ibn Maja
873,3,Ibn Maja
874,3,Ibn Maja
875,3,Ibn Maja
876,3,Ibn Maja
877,3,Ibn Maja
878,3,Ibn Maja
879,3,Ibn Maja
880,3,Ibn Maja
881,3,Ibn Maja
882,3,Ibn Maja
883,3,Ibn Maja
884,3,Ibn Maja
885,3,Ibn Maja
886,3,Ibn Maja
887,3,Ibn Maja
888,3,Ibn Maja
889,3,Ibn Maja
890,3,Ibn Maja
891,3,Ibn Maja
892,3,Ibn Maja
893,3,Ibn Maja
894,3,Ibn Maja
895,3,Ibn Maja
896,3,Ibn Maja
897,3,Ibn Maja
898,3,Ibn Maja
899,3,Ibn Maja
900,3,Ibn Maja
901,3,Ibn Maja
902,2,Ibn Maja
903,2,Ibn Maja
904,2,Ibn Maja
905,2,Ibn Maja
906,2,Ibn Maja
907,2,Ibn Maja
908,2,Ibn Maja
909,2,Ibn Maja
910,2,Ibn Maja
911,1,Ibn Maja
912,1,Ibn Maja
913,0,Ibn Maja
914,0,Ibn Maja
915,0,Ibn Maja
916,0,Ibn Maja
917,0,Ibn Maja
918,0,Ibn Maja
919,0,Ibn Maja
920,0,Ibn Maja
921,0,Ibn Maja
922,0,Ibn Maja
923,0,Ibn Maja
924,0,Ibn Maja
925,0,Ibn Maja
926,0,Ibn Maja
927,0,Ibn Maja
928,0,Ibn Maja
929,0,Ibn Maja
930,0,Ibn Maja
931,0,Ibn Maja
932,0,Ibn Maja
933,0,Ibn Maja
934,0,Ibn Maja
935,0,Ibn Maja
936,0,Ibn Maja
937,0,Ibn Maja
938,0,Ibn Maja
939,0,Ibn Maja
940,0,Ibn Maja
941,0,Ibn Maja
942,0,Ibn Maja
943,0,Ibn Maja
944,0,Ibn Maja
945,0,Ibn Maja
946,0,Ibn Maja
947,0,Ibn Maja
948,0,Ibn Maja
949,0,Ibn Maja
950,0,Ibn Maja
951,0,Ibn Maja
952,0,Ibn Maja
953,0,Ibn Maja
954,0,Ibn Maja
955,0,Ibn Maja
956,0,Ibn Maja
957,0,Ibn Maja
958,0,Ibn Maja
959,0,Ibn Maja
960,0,Ibn Maja
961,0,Ibn Maja
962,0,Ibn Maja
963,0,Ibn Maja
964,0,Ibn Maja
965,0,Ibn Maja
966,0,Ibn Maja
967,0,Ibn Maja
968,0,Ibn Maja
969,0,Ibn Maja
970,0,Ibn Maja
971,0,Ibn Maja
972,0,Ibn Maja
973,0,Ibn Maja
974,0,Ibn Maja
975,0,Ibn Maja
976,0,Ibn Maja
977,0,Ibn Maja
978,0,Ibn Maja
979,0,Ibn Maja
980,0,Ibn Maja
981,0,Ibn Maja
982,0,Ibn Maja
983,0,Ibn Maja
984,0,Ibn Maja
985,0,Ibn Maja
986,0,Ibn Maja
987,0,Ibn Maja
988,0,Ibn Maja
989,0,Ibn Maja
990,0,Ibn Maja
991,0,Ibn Maja
992,0,Ibn Maja
993,0,Ibn Maja
994,0,Ibn Maja
995,0,Ibn Maja
996,0,Ibn Maja
997,0,Ibn Maja
998,0,Ibn Maja
999,0,Ibn Maja
1000,0,Ibn Maja
1001,0,Ibn Maja
1002,0,Ibn Maja
1003,0,Ibn Maja
1004,0,Ibn Maja
1005,0,Ibn Maja
1006,0,Ibn Maja
1007,0,Ibn Maja
1008,0,Ibn Maja
1009,0,Ibn Maja
1010,0,Ibn Maja
1011,0,Ibn Maja
1012,0,Ibn Maja
1013,0,Ibn Maja
1014,0,Ibn Maja
1015,0,Ibn Maja
1016,0,Ibn Maja
1017,0,Ibn Maja
1018,0,Ibn Maja
1019,0,Ibn Maja
1020,0,Ibn Maja
1021,0,Ibn Maja
1022,0,Ibn Maja
1023,0,Ibn Maja
1024,0,Ibn Maja
1025,0,Ibn Maja
1026,0,Ibn Maja
1027,0,Ibn Maja
1028,0,Ibn Maja
1029,0,Ibn Maja
1030,0,Ibn Maja
1031,0,Ibn Maja
1032,0,Ibn Maja
1033,0,Ibn Maja
1034,0,Ibn Maja
1035,0,Ibn Maja
1036,0,Ibn Maja
1037,0,Ibn Maja
1038,0,Ibn Maja
1039,0,Ibn Maja
1040,0,Ibn Maja
1041,0,Ibn Maja
1042,0,Ibn Maja
1043,0,Ibn Maja
1044,0,Ibn Maja
1045,0,Ibn Maja
1046,0,Ibn Maja
1047,0,Ibn Maja
1048,0,Ibn Maja
1049,0,Ibn Maja
1050,0,Ibn Maja
1051,0,Ibn Maja
1052,0,Ibn Maja
1053,0,Ibn Maja
1054,0,Ibn Maja
1055,0,Ibn Maja
1056,0,Ibn Maja
1057,0,Ibn Maja
1058,0,Ibn Maja
1059,0,Ibn Maja
1060,0,Ibn Maja
1061,0,Ibn Maja
1062,0,Ibn Maja
1063,0,Ibn Maja
1064,0,Ibn Maja
1065,0,Ibn Maja
1066,0,Ibn Maja
1067,0,Ibn Maja
1068,0,Ibn Maja
1069,0,Ibn Maja
1070,0,Ibn Maja
1071,0,Ibn Maja
1072,0,Ibn Maja
1073,0,Ibn Maja
1074,0,Ibn Maja
1075,0,Ibn Maja
1076,0,Ibn Maja
1077,0,Ibn Maja
1078,0,Ibn Maja
1079,0,Ibn Maja
1080,0,Ibn Maja
1081,0,Ibn Maja
1082,0,Ibn Maja
1083,0,Ibn Maja
1084,0,Ibn Maja
1085,0,Ibn Maja
1086,0,Ibn Maja
1087,0,Ibn Maja
1088,0,Ibn Maja
1089,0,Ibn Maja
1090,0,Ibn Maja
1091,0,Ibn Maja
1092,0,Ibn Maja
1093,0,Ibn Maja
1094,0,Ibn Maja
1095,0,Ibn Maja
1096,0,Ibn Maja
1097,0,Ibn Maja
1098,1,Ibn Maja
1099,1,Ibn Maja
1100,1,Ibn Maja
1101,1,Ibn Maja
1102,1,Ibn Maja
1103,1,Ibn Maja
1104,1,Ibn Maja
1105,1,Ibn Maja
1106,1,Ibn Maja
1107,1,Ibn Maja
1108,1,Ibn Maja
1109,1,Ibn Maja
1110,1,Ibn Maja
1111,1,Ibn Maja
1112,1,Ibn Maja
1113,1,Ibn Maja
1114,1,Ibn Maja
1115,1,Ibn Maja
1116,1,Ibn Maja
1117,1,Ibn Maja
1118,1,Ibn Maja
1119,1,Ibn Maja
1120,1,Ibn Maja
1121,1,Ibn Maja
1122,1,Ibn Maja
1123,1,Ibn Maja
1124,1,Ibn Maja
1125,1,Ibn Maja
1126,1,Ibn Maja
1127,1,Ibn Maja
1128,1,Ibn Maja
1129,1,Ibn Maja
1130,1,Ibn Maja
1131,1,Ibn Maja
1132,1,Ibn Maja
1133,1,Ibn Maja
1134,1,Ibn Maja
1135,1,Ibn Maja
1136,1,Ibn Maja
1137,1,Ibn Maja
1138,0,Ibn Maja
1139,0,Ibn Maja
1140,0,Ibn Maja
1141,0,Ibn Maja
1142,0,Ibn Maja
1143,0,Ibn Maja
1144,0,Ibn Maja
1145,0,Ibn Maja
1146,0,Ibn Maja
1147,0,Ibn Maja
1148,0,Ibn Maja
1149,0,Ibn Maja
1150,0,Ibn Maja
1151,0,Ibn Maja
1152,0,Ibn Maja
1153,0,Ibn Maja
1154,0,Ibn Maja
1155,0,Ibn Maja
1156,0,Ibn Maja
1157,0,Ibn Maja
1158,0,Ibn Maja
1159,0,Ibn Maja
1160,0,Ibn Maja
1161,0,Ibn Maja
1162,0,Ibn Maja
1163,0,Ibn Maja
1164,0,Ibn Maja
1165,0,Ibn Maja
1166,0,Ibn Maja
1167,0,Ibn Maja
1168,0,Ibn Maja
1169,0,Ibn Maja
1170,0,Ibn Maja
1171,0,Ibn Maja
1172,0,Ibn Maja
1173,0,Ibn Maja
1174,0,Ibn Maja
1175,0,Ibn Maja
1176,0,Ibn Maja
1177,0,Ibn Maja
1178,0,Ibn Maja
1179,0,Ibn Maja
1180,0,Ibn Maja
1181,0,Ibn Maja
1182,0,Ibn Maja
1183,0,Ibn Maja
1184,0,Ibn Maja
1185,0,Ibn Maja
1186,0,Ibn Maja
1187,0,Ibn Maja
1188,0,Ibn Maja
1189,0,Ibn Maja
1190,0,Ibn Maja
1191,0,Ibn Maja
1192,0,Ibn Maja
1193,0,Ibn Maja
1194,0,Ibn Maja
1195,0,Ibn Maja
1196,0,Ibn Maja
1197,0,Ibn Maja
1198,0,Ibn Maja
1199,0,Ibn Maja
1200,0,Ibn Maja
1201,0,Ibn Maja
1202,0,Ibn Maja
1203,0,Ibn Maja
1204,0,Ibn Maja
1205,0,Ibn Maja
1206,0,Ibn Maja
1207,1,Ibn Maja
1208,1,Ibn Maja
1209,1,Ibn Maja
1210,1,Ibn Maja
1211,1,Ibn Maja
1212,1,Ibn Maja
1213,1,Ibn Maja
1214,1,Ibn Maja
1215,1,Ibn Maja
1216,1,Ibn Maja
1217,1,Ibn Maja
1218,1,Ibn Maja
1219,1,Ibn Maja
1220,1,Ibn Maja
1221,1,Ibn Maja
1222,1,Ibn Maja
1223,1,Ibn Maja
1224,2,Ibn Maja
1225,2,Ibn Maja
1226,2,Ibn Maja
1227,2,Ibn Maja
1228,2,Ibn Maja
1229,2,Ibn Maja
1230,2,Ibn Maja
1231,2,Ibn Maja
1232,2,Ibn Maja
1233,2,Ibn Maja
1234,2,Ibn Maja
1235,2,Ibn Maja
1236,2,Ibn Maja
1237,2,Ibn Maja
1238,2,Ibn Maja
1239,2,Ibn Maja
1240,2,Ibn Maja
1241,2,Ibn Maja
1242,2,Ibn Maja
1243,2,Ibn Maja
1244,2,Ibn Maja
1245,2,Ibn Maja
1246,2,Ibn Maja
1247,1,Ibn Maja
1248,1,Ibn Maja
1249,1,Ibn Maja
1250,1,Ibn Maja
1251,1,Ibn Maja
1252,1,Ibn Maja
1253,1,Ibn Maja
1254,1,Ibn Maja
1255,1,Ibn Maja
1256,2,Ibn Maja
1257,2,Ibn Maja
1258,2,Ibn Maja
1259,2,Ibn Maja
1260,2,Ibn Maja
1261,2,Ibn Maja
1262,2,Ibn Maja
1263,2,Ibn Maja
1264,1,Ibn Maja
1265,1,Ibn Maja
1266,2,Ibn Maja
1267,2,Ibn Maja
1268,2,Ibn Maja
1269,2,Ibn Maja
1270,2,Ibn Maja
1271,2,Ibn Maja
1272,2,Ibn Maja
1273,2,Ibn Maja
1274,2,Ibn Maja
1275,2,Ibn Maja
1276,2,Ibn Maja
1277,2,Ibn Maja
1278,2,Ibn Maja
1279,2,Ibn Maja
1280,2,Ibn Maja
1281,2,Ibn Maja
1282,2,Ibn Maja
1283,2,Ibn Maja
1284,2,Ibn Maja
1285,2,Ibn Maja
1286,2,Ibn Maja
1287,2,Ibn Maja
1288,2,Ibn Maja
1289,2,Ibn Maja
1290,2,Ibn Maja
1291,2,Ibn Maja
1292,2,Ibn Maja
1293,2,Ibn Maja
1294,2,Ibn Maja
1295,2,Ibn Maja
1296,1,Ibn Maja
1297,1,Ibn Maja
1298,1,Ibn Maja
1299,1,Ibn Maja
1300,1,Ibn Maja
1301,1,Ibn Maja
1302,1,Ibn Maja
1303,1,Ibn Maja
1304,1,Ibn Maja
1305,1,Ibn Maja
1306,0,Ibn Maja
1307,0,Ibn Maja
1308,0,Ibn Maja
1309,0,Ibn Maja
1310,0,Ibn Maja
1311,0,Ibn Maja
1312,0,Ibn Maja
1313,0,Ibn Maja
1314,0,Ibn Maja
1315,0,Ibn Maja
1316,0,Ibn Maja
1317,0,Ibn Maja
1318,0,Ibn Maja
1319,0,Ibn Maja
1320,0,Ibn Maja
1321,0,Ibn Maja
1322,0,Ibn Maja
1323,0,Ibn Maja
1324,0,Ibn Maja
1325,0,Ibn Maja
1326,0,Ibn Maja
1327,0,Ibn Maja
1328,0,Ibn Maja
1329,0,Ibn Maja
1330,0,Ibn Maja
1331,0,Ibn Maja
1332,0,Ibn Maja
1333,0,Ibn Maja
1334,0,Ibn Maja
1335,0,Ibn Maja
1336,0,Ibn Maja
