year,commentators,matn
556,5,Muslim
557,6,Muslim
558,7,Muslim
559,8,Muslim
560,8,Muslim
561,9,Muslim
562,9,Muslim
563,9,Muslim
564,9,Muslim
565,9,Muslim
566,8,Muslim
567,8,Muslim
568,8,Muslim
569,7,Muslim
570,7,Muslim
571,6,Muslim
572,6,Muslim
573,6,Muslim
574,6,Muslim
575,6,Muslim
576,6,Muslim
577,6,Muslim
578,6,Muslim
579,6,Muslim
580,6,Muslim
581,7,Muslim
582,8,Muslim
583,8,Muslim
584,9,Muslim
585,9,Muslim
586,9,Muslim
587,9,Muslim
588,9,Muslim
589,10,Muslim
590,10,Muslim
591,10,Muslim
592,11,Muslim
593,11,Muslim
594,11,Muslim
595,11,Muslim
596,12,Muslim
597,13,Muslim
598,13,Muslim
599,12,Muslim
600,12,Muslim
601,11,Muslim
602,11,Muslim
603,15,Muslim
604,15,Muslim
605,15,Muslim
606,16,Muslim
607,16,Muslim
608,16,Muslim
609,15,Muslim
610,16,Muslim
611,16,Muslim
612,17,Muslim
613,17,Muslim
614,18,Muslim
615,20,Muslim
616,22,Muslim
617,22,Muslim
618,22,Muslim
619,22,Muslim
620,22,Muslim
621,21,Muslim
622,21,Muslim
623,21,Muslim
624,20,Muslim
625,20,Muslim
626,20,Muslim
627,20,Muslim
628,20,Muslim
629,19,Muslim
630,19,Muslim
631,19,Muslim
632,18,Muslim
633,18,Muslim
634,18,Muslim
635,18,Muslim
636,18,Muslim
637,17,Muslim
638,16,Muslim
639,16,Muslim
640,15,Muslim
641,15,Muslim
642,15,Muslim
643,11,Muslim
644,11,Muslim
645,11,Muslim
646,10,Muslim
647,10,Muslim
648,10,Muslim
649,10,Muslim
650,9,Muslim
651,9,Muslim
652,8,Muslim
653,8,Muslim
654,7,Muslim
655,5,Muslim
656,3,Muslim
657,3,Muslim
658,3,Muslim
659,4,Muslim
660,4,Muslim
661,4,Muslim
662,3,Muslim
663,3,Muslim
664,3,Muslim
665,3,Muslim
666,3,Muslim
667,4,Muslim
668,4,Muslim
669,4,Muslim
670,4,Muslim
671,4,Muslim
672,4,Muslim
673,4,Muslim
674,4,Muslim
675,4,Muslim
676,3,Muslim
677,2,Muslim
678,3,Muslim
679,3,Muslim
680,3,Muslim
681,4,Muslim
682,4,Muslim
683,5,Muslim
684,6,Muslim
685,6,Muslim
686,6,Muslim
687,6,Muslim
688,6,Muslim
689,6,Muslim
690,6,Muslim
691,6,Muslim
692,7,Muslim
693,7,Muslim
694,8,Muslim
695,9,Muslim
696,9,Muslim
697,9,Muslim
698,9,Muslim
699,9,Muslim
700,9,Muslim
701,10,Muslim
702,10,Muslim
703,11,Muslim
704,12,Muslim
705,12,Muslim
706,12,Muslim
707,11,Muslim
708,14,Muslim
709,14,Muslim
710,14,Muslim
711,14,Muslim
712,14,Muslim
713,14,Muslim
714,14,Muslim
715,15,Muslim
716,15,Muslim
717,15,Muslim
718,17,Muslim
719,17,Muslim
720,17,Muslim
721,16,Muslim
722,18,Muslim
723,19,Muslim
724,18,Muslim
725,18,Muslim
726,18,Muslim
727,18,Muslim
728,18,Muslim
729,18,Muslim
730,18,Muslim
731,19,Muslim
732,18,Muslim
733,18,Muslim
734,17,Muslim
735,16,Muslim
736,16,Muslim
737,16,Muslim
738,17,Muslim
739,16,Muslim
740,16,Muslim
741,15,Muslim
742,15,Muslim
743,14,Muslim
744,13,Muslim
745,13,Muslim
746,14,Muslim
747,14,Muslim
748,11,Muslim
749,11,Muslim
750,11,Muslim
751,12,Muslim
752,12,Muslim
753,12,Muslim
754,12,Muslim
755,11,Muslim
756,11,Muslim
757,11,Muslim
758,8,Muslim
759,8,Muslim
760,8,Muslim
761,8,Muslim
762,6,Muslim
763,4,Muslim
764,6,Muslim
765,6,Muslim
766,8,Muslim
767,8,Muslim
768,8,Muslim
769,8,Muslim
770,8,Muslim
771,7,Muslim
772,7,Muslim
773,7,Muslim
774,7,Muslim
775,7,Muslim
776,7,Muslim
777,7,Muslim
778,6,Muslim
779,6,Muslim
780,6,Muslim
781,6,Muslim
782,6,Muslim
783,6,Muslim
784,6,Muslim
785,6,Muslim
786,6,Muslim
787,7,Muslim
788,8,Muslim
789,9,Muslim
790,9,Muslim
791,8,Muslim
792,8,Muslim
793,9,Muslim
794,11,Muslim
795,11,Muslim
796,11,Muslim
797,11,Muslim
798,11,Muslim
799,11,Muslim
800,11,Muslim
801,12,Muslim
802,12,Muslim
803,12,Muslim
804,11,Muslim
805,11,Muslim
806,9,Muslim
807,9,Muslim
808,9,Muslim
809,9,Muslim
810,9,Muslim
811,9,Muslim
812,10,Muslim
813,10,Muslim
814,10,Muslim
815,10,Muslim
816,10,Muslim
817,10,Muslim
818,10,Muslim
819,10,Muslim
820,10,Muslim
821,10,Muslim
822,10,Muslim
823,10,Muslim
824,10,Muslim
825,10,Muslim
826,9,Muslim
827,8,Muslim
828,8,Muslim
829,7,Muslim
830,7,Muslim
831,7,Muslim
832,7,Muslim
833,6,Muslim
834,4,Muslim
835,4,Muslim
836,4,Muslim
837,4,Muslim
838,4,Muslim
839,4,Muslim
840,4,Muslim
841,3,Muslim
842,3,Muslim
843,3,Muslim
844,3,Muslim
845,3,Muslim
846,3,Muslim
847,4,Muslim
848,4,Muslim
849,4,Muslim
850,6,Muslim
851,6,Muslim
852,5,Muslim
853,6,Muslim
854,6,Muslim
855,7,Muslim
856,7,Muslim
857,7,Muslim
858,7,Muslim
859,7,Muslim
860,8,Muslim
861,8,Muslim
862,9,Muslim
863,9,Muslim
864,9,Muslim
865,9,Muslim
866,9,Muslim
867,9,Muslim
868,8,Muslim
869,8,Muslim
870,8,Muslim
871,10,Muslim
872,10,Muslim
873,10,Muslim
874,10,Muslim
875,10,Muslim
876,10,Muslim
877,10,Muslim
878,10,Muslim
879,10,Muslim
880,10,Muslim
881,10,Muslim
882,10,Muslim
883,11,Muslim
884,10,Muslim
885,10,Muslim
886,11,Muslim
887,11,Muslim
888,11,Muslim
889,11,Muslim
890,9,Muslim
891,9,Muslim
892,9,Muslim
893,8,Muslim
894,8,Muslim
895,7,Muslim
896,7,Muslim
897,7,Muslim
898,7,Muslim
899,8,Muslim
900,7,Muslim
901,7,Muslim
902,6,Muslim
903,6,Muslim
904,6,Muslim
905,6,Muslim
906,6,Muslim
907,7,Muslim
908,7,Muslim
909,7,Muslim
910,7,Muslim
911,5,Muslim
912,5,Muslim
913,5,Muslim
914,5,Muslim
915,5,Muslim
916,5,Muslim
917,5,Muslim
918,6,Muslim
919,6,Muslim
920,6,Muslim
921,7,Muslim
922,8,Muslim
923,8,Muslim
924,8,Muslim
925,8,Muslim
926,7,Muslim
927,6,Muslim
928,6,Muslim
929,6,Muslim
930,6,Muslim
931,6,Muslim
932,6,Muslim
933,6,Muslim
934,6,Muslim
935,6,Muslim
936,6,Muslim
937,6,Muslim
938,6,Muslim
939,5,Muslim
940,5,Muslim
941,5,Muslim
942,5,Muslim
943,5,Muslim
944,5,Muslim
945,5,Muslim
946,5,Muslim
947,4,Muslim
948,4,Muslim
949,4,Muslim
950,4,Muslim
951,5,Muslim
952,5,Muslim
953,5,Muslim
954,5,Muslim
955,5,Muslim
956,5,Muslim
957,5,Muslim
958,4,Muslim
959,4,Muslim
960,4,Muslim
961,3,Muslim
962,2,Muslim
963,1,Muslim
964,1,Muslim
965,1,Muslim
966,1,Muslim
967,2,Muslim
968,2,Muslim
969,2,Muslim
970,4,Muslim
971,4,Muslim
972,4,Muslim
973,4,Muslim
974,5,Muslim
975,5,Muslim
976,5,Muslim
977,5,Muslim
978,5,Muslim
979,5,Muslim
980,5,Muslim
981,6,Muslim
982,6,Muslim
983,6,Muslim
984,6,Muslim
985,6,Muslim
986,6,Muslim
987,6,Muslim
988,6,Muslim
989,6,Muslim
990,6,Muslim
991,6,Muslim
992,6,Muslim
993,6,Muslim
994,6,Muslim
995,6,Muslim
996,6,Muslim
997,6,Muslim
998,6,Muslim
999,6,Muslim
1000,6,Muslim
1001,6,Muslim
1002,6,Muslim
1003,6,Muslim
1004,6,Muslim
1005,6,Muslim
1006,6,Muslim
1007,5,Muslim
1008,5,Muslim
1009,5,Muslim
1010,3,Muslim
1011,3,Muslim
1012,3,Muslim
1013,3,Muslim
1014,2,Muslim
1015,2,Muslim
1016,2,Muslim
1017,2,Muslim
1018,2,Muslim
1019,2,Muslim
1020,2,Muslim
1021,1,Muslim
1022,1,Muslim
1023,1,Muslim
1024,1,Muslim
1025,1,Muslim
1026,1,Muslim
1027,1,Muslim
1028,1,Muslim
1029,1,Muslim
1030,1,Muslim
1031,0,Muslim
1032,0,Muslim
1033,1,Muslim
1034,1,Muslim
1035,1,Muslim
1036,1,Muslim
1037,1,Muslim
1038,1,Muslim
1039,1,Muslim
1040,1,Muslim
1041,1,Muslim
1042,1,Muslim
1043,1,Muslim
1044,1,Muslim
1045,1,Muslim
1046,1,Muslim
1047,1,Muslim
1048,2,Muslim
1049,2,Muslim
1050,2,Muslim
1051,2,Muslim
1052,2,Muslim
1053,2,Muslim
1054,2,Muslim
1055,2,Muslim
1056,2,Muslim
1057,2,Muslim
1058,3,Muslim
1059,4,Muslim
1060,4,Muslim
1061,4,Muslim
1062,4,Muslim
1063,4,Muslim
1064,4,Muslim
1065,4,Muslim
1066,4,Muslim
1067,4,Muslim
1068,4,Muslim
1069,4,Muslim
1070,4,Muslim
1071,5,Muslim
1072,5,Muslim
1073,4,Muslim
1074,4,Muslim
1075,4,Muslim
1076,4,Muslim
1077,4,Muslim
1078,4,Muslim
1079,4,Muslim
1080,4,Muslim
1081,4,Muslim
1082,4,Muslim
1083,4,Muslim
1084,4,Muslim
1085,4,Muslim
1086,4,Muslim
1087,4,Muslim
1088,3,Muslim
1089,3,Muslim
1090,3,Muslim
1091,3,Muslim
1092,3,Muslim
1093,3,Muslim
1094,3,Muslim
1095,3,Muslim
1096,3,Muslim
1097,4,Muslim
1098,4,Muslim
1099,3,Muslim
1100,3,Muslim
1101,3,Muslim
1102,3,Muslim
1103,4,Muslim
1104,4,Muslim
1105,4,Muslim
1106,4,Muslim
1107,4,Muslim
1108,4,Muslim
1109,4,Muslim
1110,4,Muslim
1111,3,Muslim
1112,3,Muslim
1113,3,Muslim
1114,3,Muslim
1115,3,Muslim
1116,3,Muslim
1117,3,Muslim
1118,3,Muslim
1119,3,Muslim
1120,3,Muslim
1121,3,Muslim
1122,3,Muslim
1123,3,Muslim
1124,4,Muslim
1125,4,Muslim
1126,4,Muslim
1127,5,Muslim
1128,6,Muslim
1129,6,Muslim
1130,6,Muslim
1131,6,Muslim
1132,6,Muslim
1133,6,Muslim
1134,7,Muslim
1135,7,Muslim
1136,7,Muslim
1137,6,Muslim
1138,6,Muslim
1139,6,Muslim
1140,6,Muslim
1141,6,Muslim
1142,7,Muslim
1143,6,Muslim
1144,6,Muslim
1145,6,Muslim
1146,6,Muslim
1147,6,Muslim
1148,6,Muslim
1149,6,Muslim
1150,7,Muslim
1151,7,Muslim
1152,7,Muslim
1153,7,Muslim
1154,7,Muslim
1155,7,Muslim
1156,7,Muslim
1157,7,Muslim
1158,7,Muslim
1159,7,Muslim
1160,7,Muslim
1161,7,Muslim
1162,7,Muslim
1163,8,Muslim
1164,7,Muslim
1165,8,Muslim
1166,8,Muslim
1167,7,Muslim
1168,6,Muslim
1169,7,Muslim
1170,7,Muslim
1171,7,Muslim
1172,7,Muslim
1173,7,Muslim
1174,6,Muslim
1175,6,Muslim
1176,6,Muslim
1177,6,Muslim
1178,5,Muslim
1179,5,Muslim
1180,5,Muslim
1181,5,Muslim
1182,4,Muslim
1183,4,Muslim
1184,4,Muslim
1185,4,Muslim
1186,4,Muslim
1187,4,Muslim
1188,4,Muslim
1189,4,Muslim
1190,3,Muslim
1191,3,Muslim
1192,3,Muslim
1193,3,Muslim
1194,3,Muslim
1195,3,Muslim
1196,3,Muslim
1197,3,Muslim
1198,3,Muslim
1199,3,Muslim
1200,3,Muslim
1201,3,Muslim
1202,3,Muslim
1203,2,Muslim
1204,2,Muslim
1205,1,Muslim
1206,1,Muslim
1207,2,Muslim
1208,2,Muslim
1209,2,Muslim
1210,2,Muslim
1211,2,Muslim
1212,2,Muslim
1213,2,Muslim
1214,2,Muslim
1215,3,Muslim
1216,3,Muslim
1217,3,Muslim
1218,3,Muslim
1219,3,Muslim
1220,3,Muslim
1221,3,Muslim
1222,3,Muslim
1223,3,Muslim
1224,3,Muslim
1225,3,Muslim
1226,3,Muslim
1227,3,Muslim
1228,3,Muslim
1229,3,Muslim
1230,3,Muslim
1231,3,Muslim
1232,3,Muslim
1233,3,Muslim
1234,3,Muslim
1235,3,Muslim
1236,4,Muslim
1237,4,Muslim
1238,4,Muslim
1239,4,Muslim
1240,5,Muslim
1241,5,Muslim
1242,5,Muslim
1243,5,Muslim
1244,5,Muslim
1245,6,Muslim
1246,6,Muslim
1247,5,Muslim
1248,5,Muslim
1249,4,Muslim
1250,4,Muslim
1251,4,Muslim
1252,4,Muslim
1253,4,Muslim
1254,4,Muslim
1255,3,Muslim
1256,3,Muslim
1257,3,Muslim
1258,3,Muslim
1259,3,Muslim
1260,3,Muslim
1261,3,Muslim
1262,3,Muslim
1263,3,Muslim
1264,4,Muslim
1265,6,Muslim
1266,7,Muslim
1267,8,Muslim
1268,8,Muslim
1269,8,Muslim
1270,8,Muslim
1271,8,Muslim
1272,8,Muslim
1273,8,Muslim
1274,8,Muslim
1275,8,Muslim
1276,7,Muslim
1277,7,Muslim
1278,7,Muslim
1279,7,Muslim
1280,6,Muslim
1281,6,Muslim
1282,6,Muslim
1283,6,Muslim
1284,6,Muslim
1285,5,Muslim
1286,5,Muslim
1287,5,Muslim
1288,5,Muslim
1289,6,Muslim
1290,6,Muslim
1291,7,Muslim
1292,7,Muslim
1293,7,Muslim
1294,7,Muslim
1295,7,Muslim
1296,7,Muslim
1297,8,Muslim
1298,9,Muslim
1299,9,Muslim
1300,9,Muslim
1301,9,Muslim
1302,9,Muslim
1303,9,Muslim
1304,8,Muslim
1305,6,Muslim
1306,5,Muslim
1307,4,Muslim
1308,4,Muslim
1309,4,Muslim
1310,5,Muslim
1311,5,Muslim
1312,5,Muslim
1313,5,Muslim
1314,5,Muslim
1315,6,Muslim
1316,6,Muslim
1317,7,Muslim
1318,7,Muslim
1319,7,Muslim
1320,7,Muslim
1321,7,Muslim
1322,7,Muslim
1323,9,Muslim
1324,9,Muslim
1325,9,Muslim
1326,9,Muslim
1327,9,Muslim
1328,9,Muslim
1329,9,Muslim
1330,9,Muslim
1331,8,Muslim
1332,8,Muslim
1333,8,Muslim
1334,8,Muslim
1335,8,Muslim
1336,8,Muslim
1337,7,Muslim
1338,6,Muslim
1339,6,Muslim
1340,6,Muslim
1341,6,Muslim
1342,6,Muslim
1343,6,Muslim
1344,6,Muslim
1345,6,Muslim
1346,6,Muslim
1347,6,Muslim
1348,6,Muslim
1349,6,Muslim
1350,5,Muslim
1351,5,Muslim
1352,5,Muslim
1353,5,Muslim
1354,5,Muslim
1355,4,Muslim
1356,4,Muslim
1357,3,Muslim
1358,3,Muslim
1359,3,Muslim
1360,3,Muslim
1361,3,Muslim
1362,3,Muslim
1363,1,Muslim
1364,1,Muslim
1365,1,Muslim
1366,1,Muslim
1367,1,Muslim
1368,1,Muslim
1369,0,Muslim
1370,0,Muslim
1371,0,Muslim
1372,0,Muslim
1373,0,Muslim
1374,0,Muslim
1375,0,Muslim
1376,0,Muslim
1377,0,Muslim
1378,0,Muslim
1379,0,Muslim
1380,0,Muslim
1381,0,Muslim
1382,0,Muslim
1383,0,Muslim
1384,0,Muslim
1385,0,Muslim
1386,0,Muslim
1387,0,Muslim
1388,0,Muslim
1389,0,Muslim
1390,0,Muslim
1391,0,Muslim
1392,0,Muslim
1393,0,Muslim
1394,0,Muslim
1395,0,Muslim
1396,0,Muslim
1397,0,Muslim
1398,0,Muslim
1399,0,Muslim
1400,0,Muslim
