year,commentators,matn
414,0,Nasai
415,0,Nasai
416,0,Nasai
417,0,Nasai
418,0,Nasai
419,0,Nasai
420,0,Nasai
421,0,Nasai
422,0,Nasai
423,0,Nasai
424,0,Nasai
425,0,Nasai
426,0,Nasai
427,0,Nasai
428,0,Nasai
429,0,Nasai
430,0,Nasai
431,0,Nasai
432,0,Nasai
433,0,Nasai
434,0,Nasai
435,0,Nasai
436,0,Nasai
437,0,Nasai
438,0,Nasai
439,0,Nasai
440,0,Nasai
441,0,Nasai
442,0,Nasai
443,0,Nasai
444,0,Nasai
445,0,Nasai
446,0,Nasai
447,0,Nasai
448,0,Nasai
449,0,Nasai
450,0,Nasai
451,0,Nasai
452,0,Nasai
453,0,Nasai
454,0,Nasai
455,0,Nasai
456,0,Nasai
457,0,Nasai
458,0,Nasai
459,0,Nasai
460,0,Nasai
461,0,Nasai
462,0,Nasai
463,0,Nasai
464,0,Nasai
465,0,Nasai
466,0,Nasai
467,1,Nasai
468,1,Nasai
469,1,Nasai
470,1,Nasai
471,1,Nasai
472,1,Nasai
473,1,Nasai
474,1,Nasai
475,1,Nasai
476,1,Nasai
477,1,Nasai
478,1,Nasai
479,1,Nasai
480,1,Nasai
481,1,Nasai
482,1,Nasai
483,1,Nasai
484,2,Nasai
485,2,Nasai
486,2,Nasai
487,2,Nasai
488,2,Nasai
489,2,Nasai
490,2,Nasai
491,2,Nasai
492,2,Nasai
493,2,Nasai
494,2,Nasai
495,2,Nasai
496,2,Nasai
497,2,Nasai
498,2,Nasai
499,2,Nasai
500,2,Nasai
501,2,Nasai
502,2,Nasai
503,2,Nasai
504,2,Nasai
505,2,Nasai
506,2,Nasai
507,1,Nasai
508,1,Nasai
509,1,Nasai
510,1,Nasai
511,1,Nasai
512,1,Nasai
513,1,Nasai
514,1,Nasai
515,1,Nasai
516,1,Nasai
517,1,Nasai
518,1,Nasai
519,1,Nasai
520,1,Nasai
521,1,Nasai
522,1,Nasai
523,1,Nasai
524,0,Nasai
525,0,Nasai
526,0,Nasai
527,1,Nasai
528,1,Nasai
529,1,Nasai
530,1,Nasai
531,1,Nasai
532,1,Nasai
533,1,Nasai
534,1,Nasai
535,1,Nasai
536,1,Nasai
537,1,Nasai
538,1,Nasai
539,1,Nasai
540,1,Nasai
541,1,Nasai
542,1,Nasai
543,1,Nasai
544,1,Nasai
545,1,Nasai
546,1,Nasai
547,1,Nasai
548,1,Nasai
549,1,Nasai
550,1,Nasai
551,1,Nasai
552,1,Nasai
553,1,Nasai
554,1,Nasai
555,1,Nasai
556,1,Nasai
557,1,Nasai
558,1,Nasai
559,1,Nasai
560,1,Nasai
561,1,Nasai
562,1,Nasai
563,1,Nasai
564,1,Nasai
565,1,Nasai
566,1,Nasai
567,0,Nasai
568,0,Nasai
569,0,Nasai
570,0,Nasai
571,0,Nasai
572,0,Nasai
573,0,Nasai
574,0,Nasai
575,0,Nasai
576,0,Nasai
577,0,Nasai
578,0,Nasai
579,0,Nasai
580,0,Nasai
581,0,Nasai
582,0,Nasai
583,0,Nasai
584,0,Nasai
585,0,Nasai
586,0,Nasai
587,0,Nasai
588,0,Nasai
589,0,Nasai
590,0,Nasai
591,0,Nasai
592,0,Nasai
593,0,Nasai
594,0,Nasai
595,0,Nasai
596,0,Nasai
597,0,Nasai
598,0,Nasai
599,0,Nasai
600,0,Nasai
601,0,Nasai
602,0,Nasai
603,0,Nasai
604,0,Nasai
605,0,Nasai
606,0,Nasai
607,0,Nasai
608,0,Nasai
609,0,Nasai
610,0,Nasai
611,0,Nasai
612,0,Nasai
613,0,Nasai
614,0,Nasai
615,0,Nasai
616,0,Nasai
617,0,Nasai
618,0,Nasai
619,0,Nasai
620,0,Nasai
621,0,Nasai
622,0,Nasai
623,0,Nasai
624,0,Nasai
625,0,Nasai
626,0,Nasai
627,0,Nasai
628,0,Nasai
629,0,Nasai
630,0,Nasai
631,0,Nasai
632,0,Nasai
633,0,Nasai
634,0,Nasai
635,0,Nasai
636,0,Nasai
637,0,Nasai
638,0,Nasai
639,0,Nasai
640,0,Nasai
641,0,Nasai
642,0,Nasai
643,0,Nasai
644,0,Nasai
645,0,Nasai
646,0,Nasai
647,0,Nasai
648,0,Nasai
649,0,Nasai
650,0,Nasai
651,0,Nasai
652,0,Nasai
653,0,Nasai
654,0,Nasai
655,0,Nasai
656,0,Nasai
657,0,Nasai
658,0,Nasai
659,0,Nasai
660,0,Nasai
661,0,Nasai
662,0,Nasai
663,0,Nasai
664,0,Nasai
665,0,Nasai
666,0,Nasai
667,0,Nasai
668,0,Nasai
669,0,Nasai
670,0,Nasai
671,0,Nasai
672,0,Nasai
673,0,Nasai
674,0,Nasai
675,0,Nasai
676,0,Nasai
677,0,Nasai
678,0,Nasai
679,0,Nasai
680,0,Nasai
681,0,Nasai
682,0,Nasai
683,0,Nasai
684,0,Nasai
685,0,Nasai
686,0,Nasai
687,0,Nasai
688,0,Nasai
689,0,Nasai
690,0,Nasai
691,0,Nasai
692,0,Nasai
693,0,Nasai
694,0,Nasai
695,0,Nasai
696,0,Nasai
697,0,Nasai
698,0,Nasai
699,0,Nasai
700,0,Nasai
701,0,Nasai
702,0,Nasai
703,0,Nasai
704,0,Nasai
705,0,Nasai
706,0,Nasai
707,0,Nasai
708,0,Nasai
709,0,Nasai
710,0,Nasai
711,0,Nasai
712,0,Nasai
713,0,Nasai
714,0,Nasai
715,0,Nasai
716,0,Nasai
717,0,Nasai
718,0,Nasai
719,0,Nasai
720,0,Nasai
721,0,Nasai
722,0,Nasai
723,0,Nasai
724,0,Nasai
725,1,Nasai
726,1,Nasai
727,1,Nasai
728,1,Nasai
729,1,Nasai
730,1,Nasai
731,1,Nasai
732,1,Nasai
733,1,Nasai
734,1,Nasai
735,1,Nasai
736,1,Nasai
737,1,Nasai
738,1,Nasai
739,1,Nasai
740,1,Nasai
741,1,Nasai
742,1,Nasai
743,1,Nasai
744,1,Nasai
745,1,Nasai
746,1,Nasai
747,1,Nasai
748,1,Nasai
749,1,Nasai
750,1,Nasai
751,1,Nasai
752,1,Nasai
753,1,Nasai
754,1,Nasai
755,1,Nasai
756,1,Nasai
757,1,Nasai
758,1,Nasai
759,1,Nasai
760,1,Nasai
761,1,Nasai
762,1,Nasai
763,1,Nasai
764,2,Nasai
765,1,Nasai
766,1,Nasai
767,1,Nasai
768,1,Nasai
769,1,Nasai
770,1,Nasai
771,1,Nasai
772,1,Nasai
773,1,Nasai
774,1,Nasai
775,1,Nasai
776,1,Nasai
777,1,Nasai
778,1,Nasai
779,1,Nasai
780,1,Nasai
781,1,Nasai
782,1,Nasai
783,1,Nasai
784,1,Nasai
785,1,Nasai
786,1,Nasai
787,1,Nasai
788,1,Nasai
789,1,Nasai
790,1,Nasai
791,1,Nasai
792,1,Nasai
793,1,Nasai
794,2,Nasai
795,2,Nasai
796,2,Nasai
797,2,Nasai
798,2,Nasai
799,2,Nasai
800,2,Nasai
801,2,Nasai
802,2,Nasai
803,2,Nasai
804,1,Nasai
805,1,Nasai
806,1,Nasai
807,1,Nasai
808,1,Nasai
809,1,Nasai
810,1,Nasai
811,1,Nasai
812,1,Nasai
813,1,Nasai
814,1,Nasai
815,1,Nasai
816,1,Nasai
817,1,Nasai
818,1,Nasai
819,1,Nasai
820,1,Nasai
821,1,Nasai
822,1,Nasai
823,1,Nasai
824,1,Nasai
825,1,Nasai
826,1,Nasai
827,1,Nasai
828,1,Nasai
829,1,Nasai
830,1,Nasai
831,1,Nasai
832,1,Nasai
833,1,Nasai
834,0,Nasai
835,0,Nasai
836,0,Nasai
837,0,Nasai
838,0,Nasai
839,0,Nasai
840,0,Nasai
841,0,Nasai
842,0,Nasai
843,0,Nasai
844,0,Nasai
845,0,Nasai
846,0,Nasai
847,0,Nasai
848,0,Nasai
849,0,Nasai
850,0,Nasai
851,0,Nasai
852,0,Nasai
853,0,Nasai
854,0,Nasai
855,0,Nasai
856,0,Nasai
857,0,Nasai
858,0,Nasai
859,0,Nasai
860,0,Nasai
861,0,Nasai
862,1,Nasai
863,1,Nasai
864,1,Nasai
865,1,Nasai
866,1,Nasai
867,1,Nasai
868,1,Nasai
869,1,Nasai
870,1,Nasai
871,2,Nasai
872,2,Nasai
873,2,Nasai
874,2,Nasai
875,2,Nasai
876,2,Nasai
877,2,Nasai
878,2,Nasai
879,2,Nasai
880,2,Nasai
881,2,Nasai
882,2,Nasai
883,2,Nasai
884,2,Nasai
885,2,Nasai
886,2,Nasai
887,2,Nasai
888,2,Nasai
889,2,Nasai
890,2,Nasai
891,2,Nasai
892,2,Nasai
893,2,Nasai
894,2,Nasai
895,2,Nasai
896,2,Nasai
897,2,Nasai
898,2,Nasai
899,2,Nasai
900,2,Nasai
901,2,Nasai
902,1,Nasai
903,1,Nasai
904,1,Nasai
905,1,Nasai
906,1,Nasai
907,1,Nasai
908,1,Nasai
909,1,Nasai
910,1,Nasai
911,0,Nasai
912,0,Nasai
913,0,Nasai
914,0,Nasai
915,0,Nasai
916,0,Nasai
917,0,Nasai
918,0,Nasai
919,0,Nasai
920,0,Nasai
921,0,Nasai
922,0,Nasai
923,0,Nasai
924,0,Nasai
925,0,Nasai
926,0,Nasai
927,0,Nasai
928,0,Nasai
929,0,Nasai
930,0,Nasai
931,0,Nasai
932,0,Nasai
933,0,Nasai
934,0,Nasai
935,0,Nasai
936,0,Nasai
937,0,Nasai
938,0,Nasai
939,0,Nasai
940,0,Nasai
941,0,Nasai
942,0,Nasai
943,0,Nasai
944,0,Nasai
945,0,Nasai
946,0,Nasai
947,0,Nasai
948,0,Nasai
949,0,Nasai
950,0,Nasai
951,0,Nasai
952,0,Nasai
953,0,Nasai
954,0,Nasai
955,0,Nasai
956,0,Nasai
957,0,Nasai
958,0,Nasai
959,0,Nasai
960,0,Nasai
961,0,Nasai
962,0,Nasai
963,0,Nasai
964,0,Nasai
965,0,Nasai
966,0,Nasai
967,0,Nasai
968,0,Nasai
969,0,Nasai
970,0,Nasai
971,0,Nasai
972,0,Nasai
973,0,Nasai
974,0,Nasai
975,0,Nasai
976,0,Nasai
977,0,Nasai
978,0,Nasai
979,0,Nasai
980,0,Nasai
981,0,Nasai
982,0,Nasai
983,0,Nasai
984,0,Nasai
985,0,Nasai
986,0,Nasai
987,0,Nasai
988,0,Nasai
989,0,Nasai
990,0,Nasai
991,0,Nasai
992,0,Nasai
993,0,Nasai
994,0,Nasai
995,0,Nasai
996,0,Nasai
997,0,Nasai
998,0,Nasai
999,0,Nasai
1000,0,Nasai
1001,0,Nasai
1002,0,Nasai
1003,0,Nasai
1004,0,Nasai
1005,0,Nasai
1006,0,Nasai
1007,0,Nasai
1008,0,Nasai
1009,0,Nasai
1010,0,Nasai
1011,0,Nasai
1012,0,Nasai
1013,0,Nasai
1014,0,Nasai
1015,0,Nasai
1016,0,Nasai
1017,0,Nasai
1018,0,Nasai
1019,0,Nasai
1020,0,Nasai
1021,0,Nasai
1022,0,Nasai
1023,0,Nasai
1024,0,Nasai
1025,0,Nasai
1026,0,Nasai
1027,0,Nasai
1028,0,Nasai
1029,0,Nasai
1030,0,Nasai
1031,0,Nasai
1032,0,Nasai
1033,0,Nasai
1034,0,Nasai
1035,0,Nasai
1036,0,Nasai
1037,0,Nasai
1038,0,Nasai
1039,0,Nasai
1040,0,Nasai
1041,0,Nasai
1042,0,Nasai
1043,0,Nasai
1044,0,Nasai
1045,0,Nasai
1046,0,Nasai
1047,0,Nasai
1048,0,Nasai
1049,0,Nasai
1050,0,Nasai
1051,0,Nasai
1052,0,Nasai
1053,0,Nasai
1054,0,Nasai
1055,0,Nasai
1056,0,Nasai
1057,0,Nasai
1058,0,Nasai
1059,0,Nasai
1060,0,Nasai
1061,0,Nasai
1062,0,Nasai
1063,0,Nasai
1064,0,Nasai
1065,0,Nasai
1066,0,Nasai
1067,0,Nasai
1068,0,Nasai
1069,0,Nasai
1070,0,Nasai
1071,0,Nasai
1072,0,Nasai
1073,0,Nasai
1074,0,Nasai
1075,0,Nasai
1076,0,Nasai
1077,0,Nasai
1078,0,Nasai
1079,0,Nasai
1080,0,Nasai
1081,0,Nasai
1082,0,Nasai
1083,0,Nasai
1084,0,Nasai
1085,0,Nasai
1086,0,Nasai
1087,0,Nasai
1088,0,Nasai
1089,0,Nasai
1090,0,Nasai
1091,0,Nasai
1092,0,Nasai
1093,0,Nasai
1094,0,Nasai
1095,0,Nasai
1096,0,Nasai
1097,0,Nasai
1098,1,Nasai
1099,1,Nasai
1100,1,Nasai
1101,1,Nasai
1102,1,Nasai
1103,1,Nasai
1104,1,Nasai
1105,1,Nasai
1106,1,Nasai
1107,1,Nasai
1108,1,Nasai
1109,1,Nasai
1110,1,Nasai
1111,1,Nasai
1112,1,Nasai
1113,1,Nasai
1114,1,Nasai
1115,1,Nasai
1116,1,Nasai
1117,1,Nasai
1118,1,Nasai
1119,1,Nasai
1120,1,Nasai
1121,1,Nasai
1122,1,Nasai
1123,1,Nasai
1124,1,Nasai
1125,1,Nasai
1126,1,Nasai
1127,1,Nasai
1128,1,Nasai
1129,1,Nasai
1130,1,Nasai
1131,1,Nasai
1132,1,Nasai
1133,1,Nasai
1134,1,Nasai
1135,1,Nasai
1136,1,Nasai
1137,1,Nasai
1138,0,Nasai
1139,0,Nasai
1140,0,Nasai
1141,0,Nasai
1142,0,Nasai
1143,0,Nasai
1144,0,Nasai
1145,0,Nasai
1146,0,Nasai
1147,0,Nasai
1148,0,Nasai
1149,0,Nasai
1150,0,Nasai
1151,0,Nasai
1152,0,Nasai
1153,0,Nasai
1154,0,Nasai
1155,0,Nasai
1156,0,Nasai
1157,0,Nasai
1158,0,Nasai
1159,0,Nasai
1160,0,Nasai
1161,0,Nasai
1162,0,Nasai
1163,0,Nasai
1164,0,Nasai
1165,0,Nasai
1166,0,Nasai
1167,0,Nasai
1168,0,Nasai
1169,0,Nasai
1170,0,Nasai
1171,0,Nasai
1172,0,Nasai
1173,0,Nasai
1174,0,Nasai
1175,0,Nasai
1176,0,Nasai
1177,0,Nasai
1178,0,Nasai
1179,0,Nasai
1180,0,Nasai
1181,0,Nasai
1182,0,Nasai
1183,0,Nasai
1184,0,Nasai
1185,0,Nasai
1186,0,Nasai
1187,0,Nasai
1188,0,Nasai
1189,0,Nasai
1190,0,Nasai
1191,0,Nasai
1192,0,Nasai
1193,0,Nasai
1194,0,Nasai
1195,0,Nasai
1196,0,Nasai
1197,0,Nasai
1198,0,Nasai
1199,0,Nasai
1200,0,Nasai
1201,0,Nasai
1202,0,Nasai
1203,0,Nasai
1204,0,Nasai
1205,0,Nasai
1206,0,Nasai
1207,0,Nasai
1208,1,Nasai
1209,1,Nasai
1210,1,Nasai
1211,1,Nasai
1212,1,Nasai
1213,1,Nasai
1214,1,Nasai
1215,1,Nasai
1216,1,Nasai
1217,1,Nasai
1218,1,Nasai
1219,1,Nasai
1220,1,Nasai
1221,1,Nasai
1222,1,Nasai
1223,1,Nasai
1224,1,Nasai
1225,1,Nasai
1226,1,Nasai
1227,1,Nasai
1228,1,Nasai
1229,1,Nasai
1230,1,Nasai
1231,1,Nasai
1232,1,Nasai
1233,1,Nasai
1234,1,Nasai
1235,1,Nasai
1236,1,Nasai
1237,1,Nasai
1238,1,Nasai
1239,1,Nasai
1240,1,Nasai
1241,1,Nasai
1242,1,Nasai
1243,1,Nasai
1244,1,Nasai
1245,1,Nasai
1246,1,Nasai
1247,1,Nasai
1248,0,Nasai
1249,0,Nasai
1250,0,Nasai
1251,0,Nasai
1252,0,Nasai
1253,0,Nasai
1254,0,Nasai
1255,0,Nasai
1256,0,Nasai
1257,0,Nasai
1258,0,Nasai
1259,0,Nasai
1260,0,Nasai
1261,0,Nasai
1262,0,Nasai
1263,0,Nasai
1264,0,Nasai
1265,0,Nasai
1266,1,Nasai
1267,1,Nasai
1268,1,Nasai
1269,1,Nasai
1270,1,Nasai
1271,1,Nasai
1272,1,Nasai
1273,1,Nasai
1274,1,Nasai
1275,1,Nasai
1276,1,Nasai
1277,1,Nasai
1278,1,Nasai
1279,1,Nasai
1280,1,Nasai
1281,1,Nasai
1282,1,Nasai
1283,1,Nasai
1284,1,Nasai
1285,1,Nasai
1286,1,Nasai
1287,1,Nasai
1288,1,Nasai
1289,1,Nasai
1290,1,Nasai
1291,1,Nasai
1292,1,Nasai
1293,1,Nasai
1294,1,Nasai
1295,1,Nasai
1296,1,Nasai
1297,1,Nasai
1298,1,Nasai
1299,1,Nasai
1300,1,Nasai
1301,1,Nasai
1302,1,Nasai
1303,1,Nasai
1304,1,Nasai
1305,1,Nasai
1306,1,Nasai
1307,1,Nasai
1308,1,Nasai
1309,1,Nasai
1310,1,Nasai
1311,1,Nasai
1312,1,Nasai
1313,1,Nasai
1314,1,Nasai
1315,1,Nasai
1316,1,Nasai
1317,1,Nasai
1318,1,Nasai
1319,1,Nasai
1320,1,Nasai
1321,1,Nasai
1322,1,Nasai
1323,1,Nasai
1324,1,Nasai
1325,1,Nasai
1326,1,Nasai
1327,1,Nasai
1328,1,Nasai
1329,1,Nasai
1330,1,Nasai
1331,1,Nasai
1332,1,Nasai
1333,1,Nasai
1334,1,Nasai
1335,1,Nasai
1336,1,Nasai
1337,1,Nasai
1338,1,Nasai
1339,1,Nasai
1340,1,Nasai
1341,1,Nasai
1342,1,Nasai
1343,1,Nasai
1344,1,Nasai
1345,1,Nasai
1346,0,Nasai
1347,0,Nasai
1348,0,Nasai
1349,0,Nasai
1350,0,Nasai
1351,0,Nasai
1352,0,Nasai
1353,0,Nasai
1354,0,Nasai
1355,0,Nasai
1356,0,Nasai
1357,0,Nasai
1358,0,Nasai
1359,0,Nasai
1360,0,Nasai
1361,0,Nasai
1362,0,Nasai
1363,0,Nasai
1364,0,Nasai
1365,0,Nasai
1366,0,Nasai
1367,0,Nasai
1368,0,Nasai
1369,0,Nasai
1370,0,Nasai
1371,0,Nasai
1372,0,Nasai
1373,0,Nasai
1374,0,Nasai
1375,0,Nasai
1376,0,Nasai
1377,0,Nasai
1378,0,Nasai
1379,0,Nasai
1380,0,Nasai
1381,0,Nasai
1382,0,Nasai
1383,0,Nasai
1384,0,Nasai
1385,0,Nasai
1386,0,Nasai
1387,0,Nasai
1388,0,Nasai
1389,0,Nasai
1390,0,Nasai
1391,0,Nasai
1392,0,Nasai
1393,0,Nasai
1394,0,Nasai
1395,0,Nasai
1396,0,Nasai
1397,0,Nasai
1398,0,Nasai
1399,0,Nasai
1400,0,Nasai
